space_invaders	10	preview	preview/preview.webp	Náhled	384	384
space_invaders	100	vessels	vessels/vessel_0.webp	Loď 1	256	189
space_invaders	101	vessels	vessels/vessel_1.webp	Loď 2	256	189
space_invaders	102	vessels	vessels/vessel_2.webp	Loď 3	256	189
space_invaders	103	vessels	vessels/vessel_3.webp	Loď 4	256	189
space_invaders	104	vessels	vessels/vessel_4.webp	Loď 5	256	189
space_invaders	105	vessels	vessels/vessel_5.webp	Loď 6	256	189
space_invaders	200	enemies	enemies/roster.webp	Přehled nepřátel	756	216
space_invaders	201	enemies	enemies/falcon.webp	Falcon	256	256
space_invaders	202	enemies	enemies/falcon1.webp	Falcon 1	256	256
space_invaders	203	enemies	enemies/falcon2.webp	Falcon 2	256	256
space_invaders	204	enemies	enemies/falcon3.webp	Falcon 3	256	256
space_invaders	205	enemies	enemies/falcon4.webp	Falcon 4	256	256
space_invaders	206	enemies	enemies/falcon5.webp	Falcon 5	256	256
space_invaders	207	enemies	enemies/falcon6.webp	Falcon 6	256	256
space_invaders	208	enemies	enemies/falconx.webp	Falcon X	256	256
space_invaders	209	enemies	enemies/falconx2.webp	Falcon X-II	256	256
space_invaders	210	enemies	enemies/falconx3.webp	Falcon X-III	256	256
space_invaders	211	enemies	enemies/falconxb.webp	Falcon XB	256	256
space_invaders	212	enemies	enemies/falconxt.webp	Falcon XT	256	256
space_invaders	300	boss	boss/bouncer.webp	Bouncer	231	256
space_invaders	400	asteroids	asteroids/asteroid.webp	Asteroid 1	256	244
space_invaders	401	asteroids	asteroids/asteroid1.webp	Asteroid 2	136	256
space_invaders	402	asteroids	asteroids/asteroid2.webp	Asteroid 3	177	256
space_invaders	403	asteroids	asteroids/asteroid3.webp	Asteroid 4	256	173
space_invaders	500	fx	fx/blaster.webp	Blaster	256	73
space_invaders	501	fx	fx/bubble.webp	Bublina	240	232
space_invaders	502	fx	fx/explosion1.webp	Exploze 1	256	256
space_invaders	503	fx	fx/explosion2.webp	Exploze 2	256	256
space_invaders	504	fx	fx/explosion3.webp	Exploze 3	256	256
space_invaders	505	fx	fx/explosion4.webp	Exploze 4	256	256
space_invaders	506	fx	fx/laser.webp	Laser	160	160
space_invaders	507	fx	fx/rododendron.webp	Rododendron	256	256
space_invaders	508	fx	fx/starg.webp	Hvězda (zelená)	96	96
space_invaders	509	fx	fx/vulcan.webp	Vulcan	40	96
space_invaders	600	ui	ui/comcenter_bg.webp	Com Center	128	256
space_invaders	601	ui	ui/icon_bomb.webp	Bomba	128	128
space_invaders	602	ui	ui/icon_credit.webp	Kredity	128	128
space_invaders	603	ui	ui/icon_gen.webp	Generátor	128	128
space_invaders	604	ui	ui/icon_life.webp	Život	128	128
space_invaders	605	ui	ui/icon_shield.webp	Štít	128	128
space_invaders	606	ui	ui/ui_button.webp	Tlačítko	256	64
space_invaders	607	ui	ui/ui_card_bg.webp	Karta	192	192
space_invaders	608	ui	ui/ui_tab_active.webp	Aktivní záložka	256	64
space_invaders	700	backgrounds	backgrounds/layer_0.webp	Vrstva 0	320	640
space_invaders	701	backgrounds	backgrounds/layer_1.webp	Vrstva 1	320	640
space_invaders	702	backgrounds	backgrounds/layer_2.webp	Vrstva 2	320	640
space_invaders	703	backgrounds	backgrounds/layer_3.webp	Vrstva 3	320	640
space_invaders	800	sfx	sfx/explosion_large.m4a	Velká exploze	1	
space_invaders	801	sfx	sfx/explosion_small.m4a	Malá exploze	1	
space_invaders	802	sfx	sfx/fire_beam.m4a	Paprsek	1	
space_invaders	803	sfx	sfx/fire_bullet.m4a	Výstřel	1	
space_invaders	804	sfx	sfx/game_over.m4a	Konec hry	2	
space_invaders	805	sfx	sfx/hit_hull.m4a	Zásah trupu	1	
space_invaders	806	sfx	sfx/hit_shield.m4a	Zásah štítu	1	
space_invaders	807	sfx	sfx/pickup.m4a	Bonus	1	
space_invaders	808	sfx	sfx/sector_complete.m4a	Sektor dokončen	2	
space_invaders	809	sfx	sfx/weapon_unlock.m4a	Nová zbraň	1	
space_invaders	900	music	music/intro.m4a	Intro	12	
space_invaders	901	music	music/theme_1.m4a	Téma 1	40	
space_invaders	902	music	music/theme_2.m4a	Téma 2	40	
space_invaders	903	music	music/theme_3.m4a	Téma 3	40	
space_invaders	904	music	music/theme_4.m4a	Téma 4	40	
space_invaders	905	music	music/theme_5.m4a	Téma 5 (boss)	45	
asteroids	10	preview	preview/preview.webp	Náhled	384	384
asteroids	100	vessels	vessels/vessel_0.webp	Loď 1	256	189
